Experiment,Method,Threads,Ticker,Mean Price,Std Dev,Profit (%),Conf Interval Lower,Conf Interval Upper,Elapsed Time (s),Memory Used (MB),CPU Used (%)
1,Sequential,1,AAPL,312.3102703919366,71.01389453410349,30.351965927446134,310.9183980590682,313.70214272480507,0.8232882022857666,0.3515625,0.8
1,Sequential,1,MSFT,516.853607673224,100.95115870074781,19.92519246782887,514.8749649626893,518.8322503837587,0.6723577976226807,0.23828125,14.5
1,Sequential,1,GOOGL,237.2035172954212,64.50968109612104,38.319149628155216,235.93912754593723,238.46790704490516,0.6231815814971924,0.24609375,6.1
1,Parallel,1,AAPL,312.475430240211,70.53231720017405,30.420900294823237,311.09299682308756,313.8578636573344,1.974830150604248,0.41796875,11.377777777777778
1,Parallel,1,MSFT,517.7990575387983,102.02490230367599,20.144564559683086,515.7993694536462,519.7987456239503,1.969752311706543,-0.0390625,11.044444444444444
1,Parallel,1,GOOGL,235.95055983582418,64.80302841050798,37.58851960922565,234.68042047897822,237.22069919267014,1.74747633934021,-0.08984375,8.4625
1,Parallel,2,AAPL,310.89286375344085,70.18581582876189,29.760369174593055,309.51722176319714,312.26850574368456,1.9672188758850098,0.05859375,11.477777777777778
1,Parallel,2,MSFT,515.6692134993358,100.22751210744597,19.650378289979265,513.7047542620298,517.6336727366418,2.0452589988708496,-0.0078125,33.83333333333333
1,Parallel,2,GOOGL,235.67072066779636,65.46379660570047,37.425338572976294,234.38763025432462,236.9538110812681,1.7480080127716064,0.0,9.8625
1,Parallel,4,AAPL,313.4931846629278,70.76220763265617,30.84569032707545,312.1062453933277,314.88012393252785,1.9746251106262207,-0.05859375,17.211111111111112
1,Parallel,4,MSFT,517.8372038999025,101.46999945133928,20.153415634009477,515.8483919106562,519.8260158891488,2.1882660388946533,0.125,19.66
1,Parallel,4,GOOGL,237.311690994761,64.2281663959378,38.38222834754106,236.0528189334006,238.5705630561214,1.971937894821167,0.0,15.677777777777777
2,Sequential,1,AAPL,312.6485285012385,71.13802138432584,30.493147994507414,311.2542232821057,314.0428337203713,0.6824429035186768,0.03125,2.3
2,Sequential,1,MSFT,517.0379227594243,101.83732180379542,19.967958972423475,515.0419112520699,519.0339342667787,0.5695943832397461,0.24609375,4.4
2,Sequential,1,GOOGL,235.94122699126223,63.89230744016105,37.58307740019713,234.68893776543507,237.19351621708938,0.5702905654907227,0.23828125,0.8
2,Parallel,1,AAPL,312.87571131431156,71.25014525700105,30.587969488119633,311.47920846727436,314.27221416134876,1.5292243957519531,0.41796875,6.914285714285714
2,Parallel,1,MSFT,518.8531879836917,102.65343517218423,20.389153732735675,516.8411806543169,520.8651953130665,1.5309524536132812,0.01953125,9.271428571428572
2,Parallel,1,GOOGL,237.4855279490991,65.60126404236722,38.483596910588325,236.19974317386868,238.7713127243295,1.539613962173462,0.0,18.900000000000002
2,Parallel,2,AAPL,312.45906914845835,70.8091054907603,30.41407150731011,311.07121068083944,313.84692761607727,1.5297141075134277,0.05859375,15.585714285714284
2,Parallel,2,MSFT,515.7782290211998,102.07983661402065,19.675673087669413,513.777464223565,517.7789938188346,1.7595746517181396,0.0,13.650000000000002
2,Parallel,2,GOOGL,234.81675460046748,63.837975435113734,36.927370155007516,233.56553028193926,236.0679789189957,1.7525596618652344,0.0,9.7375
2,Parallel,4,AAPL,311.92948581575035,71.97830449645471,30.193034176535612,310.51871104761983,313.3402605838809,1.9683561325073242,-0.05859375,21.522222222222226
2,Parallel,4,MSFT,517.1581327681773,101.40913446600645,19.995851219323256,515.1705137326436,519.145751803711,2.041994094848633,-0.12109375,24.244444444444444
2,Parallel,4,GOOGL,236.31475557109653,65.14204924100555,37.800891014909034,235.03797140597283,237.59153973622023,1.9653666019439697,0.0,24.188888888888886
